Event Name,Parameters,Data type,Description,Status
PAID_SUBSCRIPTION_(TRIAL_TO_PAYING)_STARTED,acquisition_date,,Date of most recent acquisition event,
PAID_SUBSCRIPTION_(TRIAL_TO_PAYING)_STARTED,acquisition_number,,New member = 1Winback >1,
PAID_SUBSCRIPTION_(TRIAL_TO_PAYING)_STARTED,billing_country,,Billing country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_(TRIAL_TO_PAYING)_STARTED,device_country,,Device country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_(TRIAL_TO_PAYING)_STARTED,payment_gateway,,iOSAndroidPaypalStripe,
PAID_SUBSCRIPTION_(TRIAL_TO_PAYING)_STARTED,subscription_expiry_date,,Date current subscription expires / is due to renew,
PAID_SUBSCRIPTION_(COUPON_TO_PAYING)_STARTED,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
PAID_SUBSCRIPTION_(COUPON_TO_PAYING)_STARTED,amount,,Cost of the subscription_plan,
PAID_SUBSCRIPTION_(COUPON_TO_PAYING)_STARTED,currency,,"Currency of the subscription_plan, e.g. AUD",
PAID_SUBSCRIPTION_(COUPON_TO_PAYING)_STARTED,acquisition_date,,Date of most recent acquisition event,
PAID_SUBSCRIPTION_(COUPON_TO_PAYING)_STARTED,acquisition_number,,New member = 1Winback >1,
PAID_SUBSCRIPTION_(COUPON_TO_PAYING)_STARTED,billing_country,,Billing country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_(COUPON_TO_PAYING)_STARTED,device_country,,Device country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_(COUPON_TO_PAYING)_STARTED,payment_gateway,,iOSAndroidPaypalStripe,
PAID_SUBSCRIPTION_(COUPON_TO_PAYING)_STARTED,subscription_expiry_date,,Date current subscription expires / is due to renew,
PAID_SUBSCRIPTION_(COUPON_TO_PAYING)_STARTED,coupon OpTIONALYellow,,Coupon code used (web),
PAID_SUBSCRIPTION_(DIRECT_TO_PAYING)_STARTED,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
PAID_SUBSCRIPTION_(DIRECT_TO_PAYING)_STARTED,amount,,Cost of the subscription_plan,
PAID_SUBSCRIPTION_(DIRECT_TO_PAYING)_STARTED,currency,,"Currency of the subscription_plan, e.g. AUD",
PAID_SUBSCRIPTION_(DIRECT_TO_PAYING)_STARTED,acquisition_date,,Date of most recent acquisition event,
PAID_SUBSCRIPTION_(DIRECT_TO_PAYING)_STARTED,acquisition_number,,New member = 1Winback >1,
PAID_SUBSCRIPTION_(DIRECT_TO_PAYING)_STARTED,billing_country,,Billing country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_(DIRECT_TO_PAYING)_STARTED,device_country,,Device country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_(DIRECT_TO_PAYING)_STARTED,payment_gateway,,iOSAndroidPaypalStripe,
PAID_SUBSCRIPTION_(DIRECT_TO_PAYING)_STARTED,subscription_expiry_date,,Date current subscription expires / is due to renew,
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_PAYING)_STARTED,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_PAYING)_STARTED,amount,,Cost of the subscription_plan,
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_PAYING)_STARTED,currency,,"Currency of the subscription_plan, e.g. AUD",
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_PAYING)_STARTED,acquisition_date,,Date of most recent acquisition event,
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_PAYING)_STARTED,acquisition_number,,New member = 1Winback >1,
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_PAYING)_STARTED,billing_country,,Billing country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_PAYING)_STARTED,device_country,,Device country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_PAYING)_STARTED,payment_gateway,,iOSAndroidPaypalStripe,
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_PAYING)_STARTED,subscription_expiry_date,,Date current subscription expires / is due to renew,
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_TRIAL)_STARTED,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_TRIAL)_STARTED,amount,,Cost of the subscription_plan,
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_TRIAL)_STARTED,currency,,"Currency of the subscription_plan, e.g. AUD",
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_TRIAL)_STARTED,acquisition_date,,Date of most recent acquisition event,
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_TRIAL)_STARTED,acquisition_number,,New member = 1Winback >1,
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_TRIAL)_STARTED,billing_country,,Billing country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_TRIAL)_STARTED,device_country,,Device country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_TRIAL)_STARTED,payment_gateway,,iOSAndroidPaypalStripe,
PAID_SUBSCRIPTION_(WINBACK_FROM_CHURNED_TRIAL)_STARTED,subscription_expiry_date,,Date current subscription expires / is due to renew,
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_PAYING)_STARTED,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_PAYING)_STARTED,amount,,Cost of the subscription_plan,
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_PAYING)_STARTED,currency,,"Currency of the subscription_plan, e.g. AUD",
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_PAYING)_STARTED,acquisition_date,,Date of most recent acquisition event,
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_PAYING)_STARTED,acquisition_number,,New member = 1Winback >1,
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_PAYING)_STARTED,billing_country,,Billing country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_PAYING)_STARTED,device_country,,Device country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_PAYING)_STARTED,payment_gateway,,iOSAndroidPaypalStripe,
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_PAYING)_STARTED,subscription_expiry_date,,Date current subscription expires / is due to renew,
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_TRIAL)_STARTED,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_TRIAL)_STARTED,amount,,Cost of the subscription_plan,
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_TRIAL)_STARTED,currency,,"Currency of the subscription_plan, e.g. AUD",
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_TRIAL)_STARTED,acquisition_date,,Date of most recent acquisition event,
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_TRIAL)_STARTED,acquisition_number,,New member = 1Winback >1,
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_TRIAL)_STARTED,billing_country,,Billing country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_TRIAL)_STARTED,device_country,,Device country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_TRIAL)_STARTED,payment_gateway,,iOSAndroidPaypalStripe,
PAID_SUBSCRIPTION_(WINBACK_FROM_CANCELLED_TRIAL)_STARTED,subscription_expiry_date,,Date current subscription expires / is due to renew,
TRIAL_SUBSCRIPTION_CANCELLED,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
TRIAL_SUBSCRIPTION_CANCELLED,amount,,Cost of the subscription_plan,
TRIAL_SUBSCRIPTION_CANCELLED,currency,,"Currency of the subscription_plan, e.g. AUD",
TRIAL_SUBSCRIPTION_CANCELLED,acquisition_date,,Date of most recent acquisition event,
TRIAL_SUBSCRIPTION_CANCELLED,acquisition_number,,New member = 1Winback >1,
TRIAL_SUBSCRIPTION_CANCELLED,billing_country,,Billing country of the member at the time of most recent acquisition event,
TRIAL_SUBSCRIPTION_CANCELLED,device_country,,Device country of the member at the time of most recent acquisition event,
TRIAL_SUBSCRIPTION_CANCELLED,payment_gateway,,iOSAndroidPaypalStripe,
TRIAL_SUBSCRIPTION_CANCELLED,subscription_expiry_date,,Date current subscription expires / is due to renew,
COUPON_SUBSCRIPTION_CANCELLED,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
COUPON_SUBSCRIPTION_CANCELLED,amount,,Cost of the subscription_plan,
COUPON_SUBSCRIPTION_CANCELLED,currency,,"Currency of the subscription_plan, e.g. AUD",
COUPON_SUBSCRIPTION_CANCELLED,acquisition_date,,Date of most recent acquisition event,
COUPON_SUBSCRIPTION_CANCELLED,acquisition_number,,New member = 1Winback >1,
COUPON_SUBSCRIPTION_CANCELLED,billing_country,,Billing country of the member at the time of most recent acquisition event,
COUPON_SUBSCRIPTION_CANCELLED,device_country,,Device country of the member at the time of most recent acquisition event,
COUPON_SUBSCRIPTION_CANCELLED,payment_gateway,,iOSAndroidPaypalStripe,
COUPON_SUBSCRIPTION_CANCELLED,subscription_expiry_date,,Date current subscription expires / is due to renew,
PAID_SUBSCRIPTION_CANCELLED,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
PAID_SUBSCRIPTION_CANCELLED,amount,,Cost of the subscription_plan,
PAID_SUBSCRIPTION_CANCELLED,currency,,"Currency of the subscription_plan, e.g. AUD",
PAID_SUBSCRIPTION_CANCELLED,acquisition_date,,Date of most recent acquisition event,
PAID_SUBSCRIPTION_CANCELLED,acquisition_number,,New member = 1Winback >1,
PAID_SUBSCRIPTION_CANCELLED,billing_country,,Billing country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_CANCELLED,device_country,,Device country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_CANCELLED,payment_gateway,,iOSAndroidPaypalStripe,
PAID_SUBSCRIPTION_CANCELLED,subscription_expiry_date,,Date current subscription expires / is due to renew,
TRIAL_SUBSCRIPTION_CHURNED,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
TRIAL_SUBSCRIPTION_CHURNED,amount,,Cost of the subscription_plan,
TRIAL_SUBSCRIPTION_CHURNED,currency,,"Currency of the subscription_plan, e.g. AUD",
TRIAL_SUBSCRIPTION_CHURNED,acquisition_date,,Date of most recent acquisition event,
TRIAL_SUBSCRIPTION_CHURNED,acquisition_number,,New member = 1Winback >1,
TRIAL_SUBSCRIPTION_CHURNED,billing_country,,Billing country of the member at the time of most recent acquisition event,
TRIAL_SUBSCRIPTION_CHURNED,device_country,,Device country of the member at the time of most recent acquisition event,
TRIAL_SUBSCRIPTION_CHURNED,payment_gateway,,iOSAndroidPaypalStripe,
TRIAL_SUBSCRIPTION_CHURNED,subscription_expiry_date,,Date current subscription expires / is due to renew,
COUPON_SUBSCRIPTION_CHURNED,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
COUPON_SUBSCRIPTION_CHURNED,amount,,Cost of the subscription_plan,
COUPON_SUBSCRIPTION_CHURNED,currency,,"Currency of the subscription_plan, e.g. AUD",
COUPON_SUBSCRIPTION_CHURNED,acquisition_date,,Date of most recent acquisition event,
COUPON_SUBSCRIPTION_CHURNED,acquisition_number,,New member = 1Winback >1,
COUPON_SUBSCRIPTION_CHURNED,billing_country,,Billing country of the member at the time of most recent acquisition event,
COUPON_SUBSCRIPTION_CHURNED,device_country,,Device country of the member at the time of most recent acquisition event,
COUPON_SUBSCRIPTION_CHURNED,payment_gateway,,iOSAndroidPaypalStripe,
COUPON_SUBSCRIPTION_CHURNED,subscription_expiry_date,,Date current subscription expires / is due to renew,
PAID_SUBSCRIPTION_CHURNED,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
PAID_SUBSCRIPTION_CHURNED,amount,,Cost of the subscription_plan,
PAID_SUBSCRIPTION_CHURNED,currency,,"Currency of the subscription_plan, e.g. AUD",
PAID_SUBSCRIPTION_CHURNED,acquisition_date,,Date of most recent acquisition event,
PAID_SUBSCRIPTION_CHURNED,acquisition_number,,New member = 1Winback >1,
PAID_SUBSCRIPTION_CHURNED,billing_country,,Billing country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_CHURNED,device_country,,Device country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_CHURNED,payment_gateway,,iOSAndroidPaypalStripe,
PAID_SUBSCRIPTION_CHURNED,subscription_expiry_date,,Date current subscription expires / is due to renew,
PAID_SUBSCRIPTION_RENEWED,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
PAID_SUBSCRIPTION_RENEWED,amount,,Cost of the subscription_plan,
PAID_SUBSCRIPTION_RENEWED,currency,,"Currency of the subscription_plan, e.g. AUD",
PAID_SUBSCRIPTION_RENEWED,acquisition_date,,Date of most recent acquisition event,
PAID_SUBSCRIPTION_RENEWED,acquisition_number,,New member = 1Winback >1,
PAID_SUBSCRIPTION_RENEWED,billing_country,,Billing country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_RENEWED,device_country,,Device country of the member at the time of most recent acquisition event,
PAID_SUBSCRIPTION_RENEWED,payment_gateway,,iOSAndroidPaypalStripe,
PAID_SUBSCRIPTION_RENEWED,subscription_expiry_date,,Date current subscription expires / is due to renew,
ACTIVITY_BASED_TRIAL_STARTED_OPTIONALYELLOW,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
ACTIVITY_BASED_TRIAL_STARTED_OPTIONALYELLOW,amount,,Cost of the subscription_plan,
ACTIVITY_BASED_TRIAL_STARTED_OPTIONALYELLOW,currency,,"Currency of the subscription_plan, e.g. AUD",
ACTIVITY_BASED_TRIAL_STARTED_OPTIONALYELLOW,acquisition_date,,Date of most recent acquisition event,
ACTIVITY_BASED_TRIAL_STARTED_OPTIONALYELLOW,acquisition_number,,New member = 1Winback >1,
ACTIVITY_BASED_TRIAL_STARTED_OPTIONALYELLOW,billing_country,,Billing country of the member at the time of most recent acquisition event,
ACTIVITY_BASED_TRIAL_STARTED_OPTIONALYELLOW,device_country,,Device country of the member at the time of most recent acquisition event,
ACTIVITY_BASED_TRIAL_STARTED_OPTIONALYELLOW,payment_gateway,,iOSAndroidPaypalStripe,
ACTIVITY_BASED_TRIAL_STARTED_OPTIONALYELLOW,subscription_expiry_date,,Date current subscription expires / is due to renew,
ACTIVITY_BASED_TRIAL_EXPIRED_OPTIONALYELLOW,subscription_plan,,"Choose the plan highlighted in pink, else if plans are both pink or neither pink then first plan on the list.monthly if Monthly Planannual if Annual Plan",
ACTIVITY_BASED_TRIAL_EXPIRED_OPTIONALYELLOW,amount,,Cost of the subscription_plan,
ACTIVITY_BASED_TRIAL_EXPIRED_OPTIONALYELLOW,currency,,"Currency of the subscription_plan, e.g. AUD",
ACTIVITY_BASED_TRIAL_EXPIRED_OPTIONALYELLOW,acquisition_date,,Date of most recent acquisition event,
ACTIVITY_BASED_TRIAL_EXPIRED_OPTIONALYELLOW,acquisition_number,,New member = 1Winback >1,
ACTIVITY_BASED_TRIAL_EXPIRED_OPTIONALYELLOW,billing_country,,Billing country of the member at the time of most recent acquisition event,
ACTIVITY_BASED_TRIAL_EXPIRED_OPTIONALYELLOW,device_country,,Device country of the member at the time of most recent acquisition event,
ACTIVITY_BASED_TRIAL_EXPIRED_OPTIONALYELLOW,payment_gateway,,iOSAndroidPaypalStripe,
ACTIVITY_BASED_TRIAL_EXPIRED_OPTIONALYELLOW,subscription_expiry_date,,Date current subscription expires / is due to renew,
CUSTOMISE_GOALS_TAPPED,customise_goal_tapped,,Track the customise goals button usages,
SAVED_CUSTOM_GOALS,SWTAppEventParameterSource:,,,
SOURCE_CUSTOMISEGOALSSHEET,Capture clicks on Custom Workout Tray,,,
SEGMENT_&_SNOWFLAKE_-_HOW_ARE_WE_CAPTURING_SNOWFLAKE_REQUESTS?,,,,
SWTAPPEVENTACTIVITYINNERTABS,SWTAppEventParameterTabprogress,,,
SWTAPPEVENTPARAMETERTABHISTORY,,,,
NOTE:BLUETHE_EVENT_WILL_BE_FIRED_WHEN_THE_USER_LANDS_ON_THE_TAB__AS_WELL._THE_PARAMETER_VALUE_WILL_BE_THE_INNER_TAB_STATE_AT_THE_TIME.,,,,
SAW_MOTIVATIONAL_MESSAGE,SWTAppEventParameterMessage,,"Capture which message is show to user at the time they viewed the Actvity tab i.e.  Kayla, you just broke your streak record! Incredible 👊",
PROGRESS_PHOTO_TAPPED,,,,
LOG_WORKOUT_(TYPE_OF_WORKOUT_SELECTED),,,,
CUSTOMISE_GOALS_TAPPED,,,To track the customise goals button usages. Fired when tapped.,
SAVED_CUSTOM_GOALS,,,To track the custom user goal adjustments. Fired when goal is updated.The parameters are as follows:SWTAppEventParameterSourceScheduleMyWeekSheetCustomiseGoalsSheet,
SWTAPPEVENTACTIVITYINNERTABS,,,To track the top tabs in the Activity tab. Fired when tapped. This is an existing event.The parameters are as follows:SWTAppEventParameterTabprogressachievementshistoryNote:Blue The event will be fired when the user lands on the tab  as well. The parameter value will be the inner tab state at the time.,
SAW_MOTIVATIONAL_MESSAGE,,,"To track the motivational messages user see on the Activity tab. Fired when user sees the Activity tab for each loaded session.The parameters are as follows:SWTAppEventParameterMessageKayla, you just broke your streak record! Incredible 👊",
